STRING,LEN,FREQ,Orth,Orth_F,N1_F,N1_C,N2_F,N2_C,N3_F,N3_C,UN1_F,UN1_C,UN2_F,UN2_C,UN3_F,UN3_C
pouls,5,NA,7,4.85,11974.67,635.40,3802.66,65.00,1636.51,6.00,190674.71,29647.60,16751.33,2017.75,2208.13,94.67
pouner,6,NA,0,0.00,9242.83,937.67,2296.67,199.80,255.42,13.50,261751.93,34957.17,30527.06,4589.40,1982.77,284.25
pourca,6,NA,0,0.00,4516.26,442.83,863.51,47.00,324.32,6.00,210154.46,28648.50,17304.66,2309.20,1964.24,155.50
pouse,5,NA,9,67.31,12157.39,419.20,3577.30,54.50,461.09,8.67,260924.05,36472.80,23787.01,2790.25,2808.67,591.00
poves,5,NA,11,7.48,11814.63,732.40,1957.07,121.75,289.02,14.67,245569.43,33903.60,20247.14,4380.50,2326.19,349.33
powaks,6,NA,0,0.00,5609.72,729.00,533.21,56.00,49.72,4.25,195110.96,25384.67,9920.18,1036.20,281.16,33.75
pralow,6,NA,0,0.00,4194.11,441.67,598.27,65.60,79.96,7.00,214790.33,27511.33,17200.08,3161.60,1306.21,195.50
pralty,6,NA,0,0.00,4928.65,550.00,632.96,68.60,75.09,4.25,224205.50,29017.50,13681.61,2759.40,928.40,157.75
prople,6,NA,1,1317.05,7453.75,562.50,1936.93,95.00,811.57,11.75,235750.70,32991.17,15041.42,2765.60,2766.87,393.50
prust,5,NA,2,37.69,8297.91,306.00,1034.46,37.50,60.13,3.67,219059.29,32631.80,16168.03,3156.25,1434.39,213.33
publes,6,NA,0,0.00,8179.96,1055.50,1263.59,178.40,231.89,14.25,202972.87,31499.00,15328.59,4115.80,2236.87,569.75
pumen,5,NA,0,0.00,6932.37,408.60,1017.25,38.75,179.83,3.00,221440.96,30363.60,19633.10,2704.75,2301.26,409.33
pumint,6,NA,0,0.00,6604.73,583.00,1490.66,113.00,72.00,7.25,213922.18,29159.33,24993.12,4367.20,2205.02,408.00
pummed,6,NA,5,2.20,8738.81,886.50,2322.29,237.60,233.17,21.25,181603.10,24809.33,15234.20,2533.80,733.75,159.50
pupple,6,NA,2,12.23,6377.08,527.67,1464.78,82.40,477.16,9.25,174159.93,26664.00,9683.96,1796.80,1168.84,130.75
puried,6,NA,6,7.59,10853.22,1070.17,2711.60,267.20,217.86,17.25,238751.03,34518.83,18239.64,3858.80,1525.48,330.25
queke,5,NA,2,5.24,8119.84,306.00,375.25,20.00,26.77,2.67,239125.00,30320.00,4760.60,847.50,427.87,128.67
qurly,5,NA,3,3.11,5990.37,333.00,849.39,44.75,117.16,3.67,122920.83,19469.60,10290.12,1875.25,420.36,48.00
qurome,6,NA,0,0.00,5592.73,458.83,786.33,49.00,165.61,2.00,218657.92,28411.00,17789.11,2346.60,2999.71,139.25
qurrse,6,NA,0,0.00,5442.01,484.17,709.37,54.40,161.30,4.25,232121.52,35439.50,13232.94,2265.80,582.03,104.75
rablen,6,NA,0,0.00,7876.87,867.17,915.77,98.40,49.36,9.00,278171.27,37258.00,20879.67,4059.20,2288.24,565.25
rakins,6,NA,1,1.90,7554.45,875.33,1353.21,119.00,315.33,14.50,251947.94,37411.50,23499.73,4635.00,1680.91,312.25
rample,6,NA,3,3.41,7496.63,615.33,1628.10,96.80,529.96,12.75,249550.23,34172.83,13321.38,2969.00,1602.99,246.50
raneld,6,NA,0,0.00,8374.48,766.67,987.87,76.80,25.42,6.25,294856.16,39022.67,26602.31,3700.20,998.76,300.25
raniks,6,NA,0,0.00,6995.38,886.33,644.04,85.40,35.09,7.75,251947.94,37411.50,18980.44,2856.00,982.49,303.00
ranown,6,NA,1,1.49,5162.00,512.00,494.17,57.20,23.99,6.00,268927.10,32878.83,23105.29,2702.60,2581.72,284.75
rarere,6,NA,0,0.00,8147.07,717.67,1460.93,117.00,77.37,6.75,358842.08,47818.00,46034.90,7070.60,5136.75,340.25
rarome,6,NA,0,0.00,7333.10,622.50,967.48,73.80,141.47,4.50,302451.92,38688.83,23528.22,3648.00,3172.85,172.25
reacer,6,NA,2,16.27,9251.32,928.67,2474.03,205.40,273.68,9.00,337798.64,45029.67,35990.22,5144.60,3065.74,331.75
reance,6,NA,1,0.36,7463.61,593.00,1494.96,95.20,377.54,12.50,345101.68,44951.50,35206.05,4039.80,4507.05,569.50
reapld,6,NA,1,0.59,8242.07,676.17,1525.75,72.00,200.03,4.25,260165.84,35245.50,21720.84,2612.00,1824.57,194.00
rearct,6,NA,0,0.00,6121.41,527.00,1263.03,84.80,304.28,10.00,316282.35,40821.00,25692.28,3416.00,3454.15,346.50
rease,5,NA,4,5.22,10395.98,411.00,2408.74,66.25,248.82,9.00,386195.89,51812.00,35822.41,3989.50,3964.54,396.00
recury,6,NA,1,0.59,6456.55,506.00,1108.98,69.80,95.17,7.75,220229.79,32061.33,19856.59,2727.00,953.89,232.00
refets,6,NA,2,0.06,6874.65,774.50,1067.19,100.40,74.01,13.25,339370.31,43877.67,18658.70,2775.80,577.06,164.50
refted,6,NA,4,6.54,10440.33,950.50,3185.55,286.00,311.28,37.00,323151.31,38929.67,27766.53,4616.80,2502.59,455.50
rehele,6,NA,0,0.00,8235.52,598.17,1763.57,102.80,1.17,2.00,370250.39,45254.33,43884.48,3714.20,755.19,181.00
rehent,6,NA,5,22.57,6822.04,534.83,1100.85,65.20,213.55,10.50,368180.55,42636.00,49852.46,4200.80,4959.88,595.75
reiges,6,NA,1,1.37,9653.01,1129.83,1433.31,188.40,64.77,13.50,323106.43,47043.33,24048.01,4579.60,589.54,159.50
relked,6,NA,1,0.89,9972.52,953.83,2896.05,280.20,462.01,30.00,275510.16,36985.67,25331.70,3794.00,1121.16,152.75
relpls,6,NA,0,0.00,7539.44,794.00,1125.88,84.20,44.74,3.75,241094.70,38104.33,17563.07,2498.20,575.71,75.00
renght,6,NA,0,0.00,5440.05,483.67,1098.53,80.40,199.58,8.25,295301.77,34839.17,30977.16,4520.80,2452.10,252.75
rerind,6,NA,2,9.88,9606.54,788.67,2274.07,151.20,310.18,13.25,294273.84,41775.67,53717.42,7810.20,2596.35,667.25
reves,5,NA,4,0.30,9723.68,667.80,2024.36,118.50,539.00,11.67,318066.20,44562.40,32841.61,5678.25,3334.63,289.33
revis,5,NA,1,0.71,7343.45,523.20,504.99,25.75,10.67,2.00,274894.16,41545.60,26910.97,3462.75,868.95,199.67
rifet,5,NA,1,0.48,8715.52,409.20,403.49,23.75,6.11,1.67,311326.97,39462.40,12078.85,2383.25,513.82,86.67
rimins,6,NA,0,0.00,7386.88,837.67,1252.27,118.20,116.26,13.50,251152.68,40107.50,26473.11,5116.20,1762.06,408.50
rinor,5,NA,1,39.74,5972.30,307.00,727.40,40.50,40.93,3.33,280214.01,39862.00,38567.07,5904.50,1481.65,435.00
rirts,5,NA,2,5.83,8034.78,603.80,1263.64,72.75,88.64,6.67,289428.22,43240.00,12644.31,2686.25,368.22,82.33
roder,5,NA,6,5.41,10912.59,462.00,2495.11,79.75,358.72,8.67,299324.97,39337.20,28523.06,4924.00,1804.67,408.33
roive,5,NA,0,0.00,11684.85,399.60,967.37,33.75,59.51,2.33,286773.99,38034.00,15366.68,2146.00,1848.42,337.67
rolpt,5,NA,0,0.00,7507.40,345.40,364.13,31.75,9.32,0.67,241366.03,31293.60,8849.67,1594.75,246.99,60.00
romir,5,NA,0,0.00,8582.21,320.00,1319.04,26.50,20.13,1.33,243414.20,35033.20,15203.58,2285.00,1992.06,153.33
ronst,5,NA,2,5.56,9144.38,365.80,1009.64,41.50,0.14,1.33,301731.88,40130.60,28686.42,5161.25,2860.85,742.00
roolic,6,NA,0,0.00,4859.55,474.83,409.88,58.40,101.81,7.50,246876.10,34391.67,16130.62,3178.80,1309.35,270.25
roubs,5,NA,2,0.09,9385.27,564.60,2383.83,42.00,199.16,5.00,202792.24,30523.20,16648.74,1959.00,1651.86,183.00
rould,5,NA,4,1288.29,11381.28,377.60,5118.73,38.75,3363.09,5.67,204076.63,28336.40,21635.65,2307.50,5377.71,172.67
rumak,5,NA,0,0.00,3370.99,236.60,387.57,21.00,103.00,2.00,175288.15,23909.20,6936.13,1403.75,667.67,96.00
runung,6,NA,0,0.00,5194.64,464.00,1111.90,82.60,8.42,1.75,189359.95,28465.67,13724.97,2948.60,410.11,69.75
rureng,6,NA,0,0.00,6015.24,557.00,1644.75,111.80,51.88,3.50,249287.11,36042.67,31943.71,4971.80,1822.59,247.00
ruroal,6,NA,0,0.00,4744.26,478.33,822.08,62.60,62.82,2.25,246441.77,33623.67,15218.18,2559.60,311.97,59.50
saemed,6,NA,1,437.27,10596.10,1081.33,2176.77,226.80,266.66,13.25,326201.92,42604.83,17568.09,2630.80,1108.19,167.25
saink,5,NA,3,6.31,9728.92,466.60,1638.28,56.25,367.96,7.33,253757.54,37022.00,26066.14,4046.50,3307.52,257.67
sasust,6,NA,0,0.00,6927.62,614.00,626.93,67.40,33.64,3.25,280509.03,41866.00,19943.00,2892.00,1067.70,127.00
sathes,6,NA,3,0.46,10916.72,1223.50,1952.81,179.40,658.69,20.75,344568.83,42952.67,66763.91,5063.20,22646.16,386.25
scard,5,NA,8,2.97,9030.74,376.20,929.11,37.75,191.35,9.67,234291.83,35184.60,14556.91,2706.25,1768.88,428.33
schile,6,NA,0,0.00,7817.35,585.50,1226.72,77.00,119.77,5.75,270303.68,37851.33,18621.15,2853.40,1895.45,292.00
scrdet,6,NA,0,0.00,8705.86,852.67,824.84,84.80,91.44,9.50,283858.91,39289.33,9830.70,2144.20,554.78,158.50
scrts,5,NA,4,8.98,7824.03,600.00,652.28,69.75,64.79,7.33,255836.25,40390.00,7073.58,1781.75,439.22,162.33
scrtul,6,NA,0,0.00,5150.84,473.67,300.89,35.80,25.46,5.25,217233.15,33151.50,7484.87,1559.40,300.56,120.50
seack,5,NA,5,5.72,8565.87,407.20,1842.91,56.25,267.10,9.00,262913.79,36786.60,18205.18,2575.25,1787.60,274.00
seames,6,NA,4,1.07,10933.28,1235.50,1593.06,183.60,70.99,12.25,342420.92,47552.83,24993.35,4469.60,1576.16,190.75
seare,5,NA,6,25.92,12361.52,505.00,3013.37,63.25,645.00,11.67,386195.89,51812.00,35923.79,4541.50,4766.62,301.67
secare,6,NA,1,34.74,8450.47,671.17,1300.89,59.40,247.33,5.50,341269.79,46948.17,29312.13,4173.80,2992.29,252.25
secays,6,NA,1,0.71,7316.03,807.00,1041.08,47.40,391.92,8.50,271151.32,39798.67,13823.19,1999.40,1199.34,119.75
secelf,6,NA,0,0.00,7695.69,597.17,1181.40,53.60,304.34,3.75,281302.04,39610.33,15632.14,2190.00,1077.74,126.25
secind,6,NA,1,336.43,10003.76,810.17,2093.31,109.20,254.15,5.00,276701.54,40905.83,34675.60,4555.40,1764.24,268.00
secors,6,NA,1,0.00,8421.24,849.17,1448.49,86.20,380.89,9.50,288567.50,43419.00,22546.76,3439.00,1375.58,305.75
seemin,6,NA,0,0.00,6227.05,569.00,768.03,47.20,243.13,3.25,333527.09,46640.67,28821.67,4358.00,1820.27,275.50
sefind,6,NA,0,0.00,9764.46,783.17,1946.13,103.40,99.77,4.75,273067.38,38445.50,33346.11,4254.60,1591.91,213.50
sefoms,6,NA,0,0.00,7536.48,771.17,960.01,39.40,259.22,3.50,261569.88,36856.50,13918.19,1538.60,396.33,47.00
sefore,6,NA,1,987.28,8582.28,625.17,1652.96,50.60,818.90,4.75,327859.90,43059.33,28603.58,3315.00,4799.06,260.50
sefory,6,NA,0,0.00,7433.88,594.00,1287.05,52.40,607.26,4.00,254270.29,33991.33,18714.54,2046.20,3827.54,188.75
sefost,6,NA,0,0.00,7139.10,543.83,1247.46,52.00,380.44,2.75,309814.76,40769.17,18121.61,2693.20,1059.16,110.00
segect,6,NA,1,18.86,7188.09,587.83,696.35,37.60,145.88,4.75,316523.39,42560.33,13201.91,1975.80,1183.49,195.25
seick,5,NA,3,19.79,9278.68,386.40,1723.94,34.75,91.94,5.33,247642.92,38088.00,14389.50,2344.25,445.60,151.33
seicks,6,NA,3,6.17,6957.92,812.17,579.51,58.80,74.25,14.50,250323.57,40218.33,11871.54,2005.80,455.74,192.50
selple,6,NA,0,0.00,9055.90,689.50,1708.02,87.40,451.04,6.50,287492.41,42123.50,16244.30,2641.40,1586.02,128.50
senter,6,NA,4,0.34,11124.38,1061.67,2739.01,232.00,595.05,37.00,371350.96,49048.17,40156.29,6556.60,7608.86,1365.75
seople,6,NA,1,1317.05,9710.31,702.00,2137.28,76.20,1072.83,5.25,313006.83,42784.17,14496.91,2379.20,1495.45,96.50
seouge,6,NA,0,0.00,9011.65,617.67,1664.07,39.80,292.32,1.75,305223.93,41050.67,17909.68,1928.00,1094.88,71.25
serds,5,NA,5,7.29,9034.70,655.40,831.14,52.75,177.76,7.33,291610.52,45151.00,25854.87,4130.50,1035.13,223.00
sessty,6,NA,0,0.00,6782.34,637.33,763.48,68.80,17.67,4.75,297400.60,43895.33,23052.03,5253.20,2018.90,801.50
sewen,5,NA,4,30.98,9204.03,478.00,918.24,32.50,16.98,3.67,337067.46,44329.40,22835.63,2709.75,377.68,42.33
shaiem,6,NA,0,0.00,9178.67,916.83,816.32,68.60,70.90,8.75,303273.81,38626.67,17491.56,2179.40,422.10,96.75
shatin,6,NA,0,0.00,5791.60,548.67,757.06,66.20,71.66,9.75,312424.03,38442.00,41778.55,6545.60,7131.77,1260.25
sheais,6,NA,1,2.50,6095.28,765.50,621.59,56.40,19.81,4.25,330108.42,44647.33,40591.46,2808.60,2147.94,240.50
sheal,5,NA,5,10.41,11152.06,332.40,3487.44,54.50,134.79,7.00,316307.44,39594.40,46762.71,3185.75,3500.71,358.67
sheat,5,NA,6,17.14,12640.94,356.20,3361.06,46.25,362.83,9.00,360737.23,41369.20,50275.16,3803.75,3939.23,411.67
sheia,5,NA,0,0.00,10630.87,311.00,3427.03,32.00,1035.47,4.33,343384.74,43402.80,35568.05,1876.50,2904.56,179.33
sheng,5,NA,0,0.00,12000.58,316.60,3792.01,45.75,53.03,4.00,280089.81,36464.80,52943.32,4804.25,3749.12,246.33
shich,5,NA,1,3330.76,12082.75,335.80,4176.15,56.50,2291.26,5.67,235040.16,29336.60,19784.33,2667.00,2877.72,230.33
shiees,6,NA,2,1.76,10096.09,1164.33,1317.32,158.20,22.12,8.25,353359.40,48245.83,21144.82,4251.40,544.06,209.00
shoilf,6,NA,0,0.00,7388.78,563.17,1020.25,49.00,312.74,5.50,233642.82,30364.00,10854.22,1497.80,854.69,106.25
shoked,6,NA,7,19.42,10243.71,943.33,3144.83,265.40,846.86,35.50,258398.76,31052.00,17733.71,2669.00,1685.98,186.25
shokem,6,NA,0,0.00,8184.58,783.50,1419.02,83.40,476.98,11.25,247783.15,29979.33,12040.87,1537.40,1054.61,111.50
shoome,6,NA,0,0.00,7337.75,523.17,1115.70,48.80,433.17,8.00,296448.08,34685.17,18142.37,2100.60,2935.37,240.00
shoped,6,NA,6,22.07,10336.30,939.83,2970.85,250.40,379.06,25.50,266305.41,32910.33,19132.42,3120.80,1698.86,233.50
shople,6,NA,0,0.00,8210.96,586.50,2261.00,89.00,1028.66,9.25,266909.86,34271.33,15286.59,2450.60,2038.15,177.75
shoplt,6,NA,0,0.00,7094.28,528.67,1489.98,43.80,614.71,4.75,245393.57,30062.67,10570.30,1472.20,1223.65,103.25
shorss,6,NA,2,9.55,6786.70,745.50,1049.07,49.20,298.12,7.50,266985.13,39613.00,19293.86,3050.80,1289.54,257.25
shosow,6,NA,0,0.00,5113.90,428.17,1051.30,48.60,303.32,4.75,251788.32,30950.00,14046.88,1629.80,1133.16,106.25
shoual,6,NA,0,0.00,5733.03,457.67,1742.61,61.60,763.05,7.25,250213.66,31048.50,22019.96,2617.00,2537.46,182.50
shouge,6,NA,0,0.00,7512.30,502.17,1787.79,52.60,979.07,7.00,259126.96,32537.83,18699.36,1999.40,3092.72,175.00
siated,6,NA,5,10.89,10994.96,1096.67,2731.21,269.40,351.57,39.00,338470.10,44003.50,27991.22,5350.00,3790.49,1096.25
sicore,6,NA,0,0.00,7710.73,615.17,1247.50,50.80,282.64,4.00,295517.36,43005.67,29922.86,4358.00,1669.35,238.25
sigic,5,NA,0,0.00,6306.86,307.40,1061.42,25.00,81.86,2.67,215046.30,37394.40,11537.89,2234.25,557.74,117.33
sigurt,6,NA,0,0.00,6115.97,520.50,652.36,40.20,88.06,2.75,234359.93,35335.83,10713.92,1748.60,549.49,94.50
sikied,6,NA,0,0.00,10828.01,1049.83,2345.24,229.60,39.74,6.25,265569.03,39563.83,14629.42,2943.60,410.35,96.50
silled,6,NA,7,26.81,10184.49,1032.50,2654.79,275.80,610.38,42.75,266155.13,40435.33,23656.54,4212.20,2728.89,469.50
sillle,6,NA,0,0.00,8059.15,679.17,1484.17,104.20,93.12,6.25,266759.57,41796.33,19935.13,3378.40,2052.65,304.25
sillts,6,NA,0,0.00,6518.93,842.00,836.22,98.60,106.40,8.25,260857.84,41174.67,12863.98,2288.20,1514.36,186.75
simbly,6,NA,2,113.75,6496.58,589.00,1125.10,80.60,116.40,10.75,164660.57,27169.00,10773.36,2090.80,502.06,148.50
simied,6,NA,0,0.00,11325.48,1092.00,2413.47,240.20,147.96,10.00,277499.49,41175.33,17340.94,3483.40,749.31,159.00
simown,6,NA,1,0.00,5454.99,480.50,459.93,31.20,107.70,4.75,229006.01,31857.83,11083.76,1423.00,1033.11,90.25
sineld,6,NA,0,0.00,8825.56,779.33,908.37,66.00,73.65,8.25,285601.58,42025.67,29398.91,4645.00,1901.82,484.75
sinted,6,NA,6,2.08,10852.22,1077.67,3026.03,291.40,451.92,41.25,322626.41,43504.67,39548.35,7015.80,4556.77,940.50
siving,6,NA,11,34.91,7032.23,616.83,2205.16,148.20,1263.66,71.50,214407.05,34811.33,29252.58,5240.40,8361.95,1921.25
skined,6,NA,3,0.30,9268.27,921.33,2318.23,240.60,268.85,27.50,262451.06,37980.50,29800.70,5165.00,2727.71,599.00
slert,5,NA,3,18.58,10577.53,371.00,1728.81,37.50,83.15,4.33,318028.17,44254.60,26220.17,4776.50,860.23,315.00
slwagh,6,NA,0,0.00,4111.03,375.33,616.37,21.40,164.75,0.50,206097.40,26021.67,7891.31,845.00,198.93,16.75
slwase,6,NA,0,0.00,5913.99,512.50,631.30,33.60,204.46,2.00,282146.59,40230.67,16690.11,1634.20,3390.90,74.25
smads,5,NA,1,0.12,8116.67,589.00,914.88,36.50,246.00,5.33,235673.19,35910.20,9667.60,1532.75,742.69,117.00
smald,5,NA,2,266.05,9734.76,382.00,2188.17,19.25,366.38,2.33,216935.72,31605.80,15301.69,2209.00,788.46,139.67
smams,5,NA,4,1.19,7895.52,583.60,624.47,31.25,203.48,7.67,222934.46,34623.00,7365.22,1396.00,339.58,95.67
smare,5,NA,6,29.38,10702.32,408.80,2204.64,35.50,284.47,4.67,302482.49,42066.40,27220.12,3864.00,3221.89,262.67
smary,5,NA,2,11.96,7848.20,403.00,1368.26,35.50,207.53,4.00,214174.95,31184.80,14858.82,2278.00,1277.39,235.67
smenk,5,NA,0,0.00,8052.58,296.40,646.15,22.00,25.90,2.00,241117.35,34611.40,19200.16,2556.25,2167.64,396.33
smeose,6,NA,0,0.00,6284.31,498.00,471.16,25.60,29.11,3.75,332645.19,46124.33,13715.16,1819.20,851.52,103.75
smiece,6,NA,0,0.00,6550.98,545.00,526.82,28.80,38.03,3.00,305180.60,43930.50,10666.31,2248.40,459.06,102.25
smond,5,NA,0,0.00,9138.14,358.40,1060.79,22.75,125.63,2.67,228540.60,31800.00,26763.70,2983.75,1296.70,228.00
smpple,6,NA,1,3.51,6439.55,503.17,1355.82,73.60,438.36,6.25,202487.38,31815.33,9651.89,1961.80,935.75,99.00
socang,6,NA,0,0.00,6901.46,619.67,1294.94,94.20,113.74,3.75,242667.34,34046.17,26792.52,3865.00,1773.09,246.25
solked,6,NA,5,6.44,10586.84,1054.33,2664.87,257.60,451.86,30.25,245954.61,33877.17,15140.10,2444.80,919.95,145.50
solme,5,NA,1,22.37,10695.66,474.80,333.56,30.25,35.87,2.00,276179.53,38350.00,12922.76,1561.00,298.16,92.33
somen,5,NA,2,261.02,11429.44,533.80,1375.68,38.00,426.82,5.33,299515.27,40258.40,26040.67,2984.50,5571.57,530.00
sonkes,6,NA,0,0.00,10348.46,1230.50,1498.24,192.60,38.76,15.50,281620.06,40415.50,22057.94,4380.60,630.92,132.25
soore,5,NA,6,18.79,14123.99,519.00,1738.47,49.75,64.43,5.33,334832.98,44065.40,29753.22,3535.25,2034.83,178.67
sorats,6,NA,1,1.13,7907.55,947.83,831.58,107.60,19.57,10.75,311241.39,42419.33,24534.32,4087.40,1329.44,447.25
sould,5,NA,5,1002.49,12939.43,462.60,5076.85,35.50,3352.00,5.33,208242.01,30638.60,19529.51,1709.00,4307.87,75.67
soule,5,NA,3,4.98,14443.30,498.00,3977.35,43.50,1741.91,4.67,279216.69,39097.00,23385.21,2959.25,2421.65,103.33
spals,5,NA,6,1.20,10122.80,625.00,838.28,59.00,101.30,10.00,231569.95,37839.60,12537.19,2299.75,929.06,221.33
speir,5,NA,1,8.98,9167.16,313.40,1901.27,23.50,1137.86,4.00,282383.05,43664.00,9179.03,1514.75,1779.09,120.00
spest,5,NA,2,72.52,9456.92,320.20,1359.27,36.25,183.67,5.33,303900.92,43932.60,22535.33,5657.00,2609.11,726.33
spinge,6,NA,2,3.75,6149.56,504.00,719.33,60.40,274.68,13.25,256624.50,39090.67,27642.17,5186.40,8555.79,2045.75
spivef,6,NA,0,0.00,6716.03,722.00,376.11,53.60,58.69,9.50,217496.91,32077.17,10124.72,1646.80,1585.85,306.25
spoply,6,NA,0,0.00,6405.50,527.33,1507.90,69.80,448.49,6.50,165632.23,25841.67,9523.42,1872.00,819.17,100.00
sppent,6,NA,0,0.00,5820.92,516.83,714.37,56.40,259.73,11.75,270178.71,37318.33,19753.07,3166.80,4652.39,680.25
sprdow,6,NA,0,0.00,4582.54,429.67,479.44,41.20,98.15,5.50,194510.30,27648.17,8765.79,1352.00,532.27,80.00
spsid,5,NA,0,0.00,6585.74,302.60,447.18,27.75,0.00,0.00,215573.75,37507.80,8564.76,1532.00,660.94,77.00
squdol,6,NA,0,0.00,3889.52,374.67,266.16,17.60,29.66,4.00,174203.56,25714.50,4918.78,992.60,125.11,70.25
stacke,6,NA,1,5.65,5693.14,501.50,663.92,57.40,198.65,12.75,284459.57,37025.83,15772.31,3057.80,2400.71,465.75
stads,5,NA,6,11.42,8882.05,600.80,1682.20,59.25,410.32,12.00,293567.05,40605.40,17182.93,3088.00,1749.52,303.00
stanen,6,NA,1,0.00,8483.73,860.00,1242.49,107.20,215.91,14.00,355403.03,45371.50,36135.19,5153.20,2066.36,376.00
starge,6,NA,1,6.66,6415.33,525.67,921.44,67.40,271.54,12.00,314315.86,41750.17,19296.10,3394.80,2260.23,353.25
stase,5,NA,7,68.66,11060.31,411.60,2469.19,58.50,374.27,11.33,364541.72,49063.80,27264.36,3939.25,2270.52,354.33
stasem,6,NA,0,0.00,7475.13,798.50,931.41,87.00,192.70,14.75,320904.63,43344.17,24113.83,3475.00,1754.90,303.75
stasts,6,NA,1,27.60,5868.70,767.83,863.43,102.80,220.67,19.50,326222.95,45156.17,24857.63,4287.60,2392.28,512.00
staugh,6,NA,0,0.00,5025.45,394.17,998.03,42.60,467.57,10.75,247386.40,29757.67,13621.51,2372.60,2616.00,274.00
sther,5,NA,3,534.48,9594.45,397.80,3517.73,72.50,1067.08,1.67,332961.15,40864.40,85588.14,5607.75,34188.33,440.33
sthing,6,NA,1,22.90,6179.49,501.83,2186.10,153.20,1019.21,65.25,262796.21,34243.67,61150.44,6287.80,11324.80,1967.25
stice,5,NA,4,17.33,11794.60,384.60,2698.53,42.00,512.29,6.33,319853.34,44717.00,25370.42,5244.75,3248.70,741.00
stinca,6,NA,0,0.00,4365.97,407.00,756.82,61.00,20.15,6.25,291079.84,40147.33,34295.20,6660.20,2736.06,838.50
stoer,5,NA,2,2.97,11481.86,475.60,2911.66,79.00,237.71,7.67,348645.47,45047.40,34775.06,5035.00,754.29,166.00
stoss,5,NA,2,9.88,9821.35,583.40,1652.52,41.25,264.01,8.67,301298.98,44828.80,23267.37,3476.25,1231.92,237.67
stoul,5,NA,3,6.46,7053.00,292.40,1775.32,36.50,240.99,8.33,253397.14,34046.60,31433.80,3499.50,2873.44,216.00
strned,6,NA,1,4.22,10325.65,978.83,2716.67,255.20,556.58,29.75,312205.40,41999.50,22767.06,4359.00,2103.07,371.75
strner,6,NA,0,0.00,9486.96,925.83,2278.56,194.80,430.49,20.75,324953.25,45029.00,27847.44,5109.20,1826.59,364.50
ststei,6,NA,0,0.00,7827.03,782.50,1285.96,106.60,192.95,14.00,356423.78,48341.33,23188.61,4749.00,1220.26,375.25
stthed,6,NA,0,0.00,9885.45,885.67,3053.61,247.40,470.35,13.25,330084.51,37394.50,64673.49,3987.00,21819.58,225.75
stybs,5,NA,2,0.92,6258.79,480.60,959.45,33.75,29.85,0.33,213138.81,31924.40,10211.20,2007.00,81.76,25.00
suise,5,NA,2,7.44,11387.04,452.00,1441.24,38.00,57.07,3.33,294414.16,46417.00,18454.68,2570.50,711.83,180.67
surken,6,NA,1,3.45,8837.49,922.50,1208.52,106.80,183.49,12.25,243945.41,36025.17,16852.32,2346.80,857.16,127.50
swefle,6,NA,0,0.00,6392.10,510.83,909.86,62.20,14.68,4.50,277248.81,36662.00,9909.78,1662.40,298.79,81.25
swengn,6,NA,0,0.00,4526.93,403.83,436.57,28.60,41.81,2.75,255797.13,35626.00,19673.18,3132.00,571.67,60.25
swirel,6,NA,1,3.69,7313.81,782.83,327.13,50.40,17.59,5.50,265949.72,39396.67,20058.20,2507.40,958.86,170.00
swute,5,NA,1,0.00,9400.43,376.00,675.69,26.00,29.85,2.33,277485.27,35197.20,12887.19,2379.50,353.55,69.67
syoker,6,NA,2,1.28,8688.05,849.33,2011.58,175.60,229.70,21.25,243653.96,33526.33,18119.85,2664.40,484.17,144.25
systle,6,NA,0,0.00,7549.62,583.00,1506.40,79.80,507.19,12.50,281786.04,40308.33,13859.40,2736.40,782.23,143.00
systol,6,NA,0,0.00,4837.95,439.50,561.30,34.00,163.66,3.25,248759.34,35281.33,17520.41,2345.40,932.83,154.50
tabode,6,NA,0,0.00,6305.27,547.00,423.28,38.20,101.18,4.75,308516.21,34777.83,11473.24,2245.00,1344.21,156.25
tabore,6,NA,1,0.00,6908.13,588.50,1107.81,52.40,333.23,6.00,321264.06,37807.33,25092.85,3495.20,2358.19,246.00
taght,5,NA,1,45.45,8714.13,316.80,1606.27,26.50,885.75,4.00,298975.01,29483.40,9399.25,1443.50,2207.38,219.00
tailds,6,NA,0,0.00,5982.43,803.17,467.92,60.40,58.82,8.00,279928.98,38315.83,11680.42,1701.80,1222.75,164.00
taivey,6,NA,0,0.00,8302.10,920.83,472.49,64.80,46.36,7.75,286926.88,34445.00,14150.75,1851.80,1869.43,299.00
takep,5,NA,3,154.23,9126.45,440.00,822.03,36.50,406.20,8.67,280993.53,32976.60,8734.80,1550.25,1617.09,119.33
taldes,6,NA,1,0.00,9279.08,1163.17,1289.28,192.20,76.82,14.25,315905.68,40829.83,23004.17,4903.40,1157.13,287.50
talved,6,NA,4,23.50,9356.91,978.67,2347.91,253.60,117.69,15.25,278806.52,33290.67,23160.98,3684.00,1184.86,174.25
tarelt,6,NA,0,0.00,7875.97,696.83,1057.73,87.00,138.31,7.25,350063.80,41751.33,25184.92,3706.20,2772.97,239.25
tarle,5,NA,1,211.91,12988.58,469.60,1485.73,52.75,110.40,3.33,341638.87,42457.20,19490.26,3466.00,970.25,187.67
tatues,6,NA,0,0.00,10299.06,1146.50,1302.81,156.20,87.83,5.00,344845.87,41858.67,21364.26,4859.80,1001.17,236.25
